ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
Yucca elephantipes,13,Arbolado Viario,EDUARDO DATO,LA FLORIDA,,Nervión,Arbusto,,0,"23,597,801","414,169,539"
Yucca elephantipes,40,,EDUARDO DATO,SAN BERNARDO,,Nervión,Arbusto,,0,"23,601,350","414,167,284"
Yucca elephantipes,40,,EDUARDO DATO,SAN BERNARDO,,Nervión,Arbusto,,0,"23,601,559","414,167,366"
Yucca elephantipes,07,Arbolado Viario,EDUARDO DATO,LA FLORIDA,,Nervión,Arbusto,,0,"23,598,016","414,169,737"
Yucca elephantipes,25,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,538,461","414,065,339"
Yucca elephantipes,10,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,531,730","414,062,812"
Yucca elephantipes,50,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,522,227","414,090,015"
Yucca elephantipes,50,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,529,143","414,053,867"
Yucca elephantipes,20,Plaza o Jardín,Z.V. Dolores Ibarruri,AVENIDA DE LA PAZ,,Sur,Arbusto,,0,"23,764,342","413,913,996"
Yucca elephantipes,45,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,532,059","414,105,045"
Yucca elephantipes,30,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,532,140","414,104,840"
Yucca elephantipes,30,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,532,390","414,104,700"
Yucca elephantipes,50,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,536,589","414,086,512"
Yucca elephantipes,17,Plaza o Jardín,DOCTOR JOSÉ M¬ BEDOYA,HUERTA DE LA SALUD,,Sur,Arbusto,,0,"23,596,319","414,093,374"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
Yucca elephantipes,16,Plaza o Jardín,DOCTOR JOSÉ M¬ BEDOYA,HUERTA DE LA SALUD,,Sur,Arbusto,,0,"23,596,561","414,098,885"
Yucca elephantipes,23,Plaza o Jardín,DOCTOR JOSÉ M¬ BEDOYA,HUERTA DE LA SALUD,,Sur,Arbusto,,0,"23,596,894","414,099,849"
Yucca elephantipes,80,Plaza o Jardín,DOCTOR JOSÉ M¬ BEDOYA,HUERTA DE LA SALUD,,Sur,Arbusto,,0,"23,597,618","414,101,774"
Yucca elephantipes,40,Plaza o Jardín,PLAZA AVIADOR RUIZ DE ALDA,HUERTA DE LA SALUD,,Sur,Arbusto,,0,"23,593,365","414,108,772"
Yucca elephantipes,50,Plaza o Jardín,PLAZA AVIADOR RUIZ DE ALDA,HUERTA DE LA SALUD,,Sur,Arbusto,,0,"23,585,568","414,107,098"
Yucca elephantipes,50,Arbolado Viario,"DOCTOR GABRIEL SANCHEZ DE LA
CUESTA",HUERTA DE LA SALUD,,Sur,Arbusto,,0,"23,590,772","414,098,792"
Yucca elephantipes,18,Medianas y Glorietas,GRAN PLAZA GLORIETA 2,CIUDAD JARDIN,,Nervión,Arbusto,,0,"23,742,313","414,130,349"
Yucca elephantipes,40,Medianas y Glorietas,GRAN PLAZA GLORIETA 2,CIUDAD JARDIN,,Nervión,Arbusto,,0,"23,742,356","414,130,681"
Yucca elephantipes,16,Medianas y Glorietas,GRAN PLAZA GLORIETA 2,NERVION,,Nervión,Arbusto,,0,"23,743,256","414,133,354"
Yucca elephantipes,16,Medianas y Glorietas,GRAN PLAZA GLORIETA 2,NERVION,,Nervión,Arbusto,,0,"23,742,959","414,133,875"
Yucca elephantipes,05,Medianas y Glorietas,GRAN PLAZA GLORIETA 1,NERVION,,Nervión,Arbusto,,0,"23,738,970","414,131,090"
Yucca elephantipes,08,Medianas y Glorietas,GRAN PLAZA GLORIETA 1,NERVION,,Nervión,Arbusto,,0,"23,738,920","414,130,899"
Yucca elephantipes,10,Medianas y Glorietas,GRAN PLAZA GLORIETA 1,NERVION,,Nervión,Arbusto,,0,"23,738,894","414,130,724"
Yucca elephantipes,14,Medianas y Glorietas,GRAN PLAZA GLORIETA 1,NERVION,,Nervión,Arbusto,,0,"23,738,803","414,130,594"
Yucca elephantipes,40,Medianas y Glorietas,GRAN PLAZA GLORIETA 1,NERVION,,Nervión,Arbusto,,0,"23,738,615","414,130,867"
Yucca elephantipes,15,Parque Urbano,PARQUE ANTIOQUIA.,SAN PABLO D Y E,,San Pablo-Santa Justa,Arbusto,,0,"23,826,885","414,308,738"
Yucca elephantipes,20,Parque Urbano,"URBANIZACIóN  POLÍGONO
AEROPUERTO, PARQUE",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,216,509","414,368,460"
Yucca elephantipes,20,Parque Urbano,"URBANIZACIóN  POLÍGONO
AEROPUERTO, PARQUE",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,216,636","414,368,663"
Yucca elephantipes,35,Parque Urbano,"URBANIZACIóN  POLÍGONO
AEROPUERTO, PARQUE",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,208,207","414,358,654"
Yucca elephantipes,35,Parque Urbano,"URBANIZACIóN  POLÍGONO
AEROPUERTO, PARQUE",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,208,050","414,358,500"
Yucca elephantipes,20,Parque Urbano,"URBANIZACIóN  POLÍGONO
AEROPUERTO, PARQUE",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,175,283","414,331,792"
Yucca elephantipes,30,Medianas y Glorietas,Z.V. Rotondas Palmete,PALMETE,,Cerro-Amate,Arbusto,,0,"23,995,418","414,110,256"
Yucca elephantipes,70,Medianas y Glorietas,Z.V. Rotondas Palmete,PALMETE,,Cerro-Amate,Arbusto,,0,"23,992,335","414,110,313"
Yucca elephantipes,60,Medianas y Glorietas,Z.V. Rotondas Palmete,PALMETE,,Cerro-Amate,Arbusto,,0,"23,991,782","414,111,231"
Yucca elephantipes,30,Medianas y Glorietas,Z.V. Rotondas Palmete,PALMETE,,Cerro-Amate,Arbusto,,0,"23,991,889","414,114,325"
Yucca elephantipes,45,,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,530,253","414,053,621"
Yucca elephantipes,13,Jardinería Asociada a Viario,Z.V. Juan Carvallo,ROCHELAMBERT,,Cerro-Amate,Arbusto,,0,"23,838,898","414,060,045"
Yucca elephantipes,,,"MANZANA 54, JARDINES",EL TARDON-EL CARMEN,,Triana,Arbusto,,0,"23,363,442","414,092,983"
Yucca elephantipes,,,Parque de Amate,"SANTA AURELIA-CANTABRICO-ATLANTICO-
LA ROMERIA",,Cerro-Amate,Arbusto,,0,"23,917,540","414,143,814"
Yucca elephantipes,,,Parque de Amate,"SANTA AURELIA-CANTABRICO-ATLANTICO-
LA ROMERIA",,Cerro-Amate,Arbusto,,0,"23,917,676","414,143,905"
Yucca elephantipes,,,Parque de Amate,"SANTA AURELIA-CANTABRICO-ATLANTICO-
LA ROMERIA",,Cerro-Amate,Arbusto,,0,"23,917,646","414,143,799"
Yucca elephantipes,,,Parque de Amate,"SANTA AURELIA-CANTABRICO-ATLANTICO-
LA ROMERIA",,Cerro-Amate,Arbusto,,0,"23,917,934","414,143,905"
Yucca elephantipes,,,Parque de Amate,"SANTA AURELIA-CANTABRICO-ATLANTICO-
LA ROMERIA",,Cerro-Amate,Arbusto,,0,"23,918,009","414,143,874"
Yucca elephantipes,,,Parque de Amate,"SANTA AURELIA-CANTABRICO-ATLANTICO-
LA ROMERIA",,Cerro-Amate,Arbusto,,0,"23,917,964","414,143,814"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
Yucca elephantipes,40,,AVION CUATRO VIENTOS,EL PLANTINAR,,Sur,Arbusto,,0,"23,655,248","414,070,903"
Yucca elephantipes,30,,AVION CUATRO VIENTOS,EL PLANTINAR,,Sur,Arbusto,,0,"23,656,761","414,069,274"
Yucca elephantipes,40,,AVION CUATRO VIENTOS,EL PLANTINAR,,Sur,Arbusto,,0,"23,656,932","414,069,032"
Yucca elephantipes,30,,AVION CUATRO VIENTOS,EL PLANTINAR,,Sur,Arbusto,,0,"23,658,921","414,066,983"
Yucca elephantipes,20,,Glorieta de Goya,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,535,105","414,110,501"
Yucca elephantipes,60,,GLORIETA LAS CIGARRERAS,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,485,524","414,060,502"
Yucca elephantipes,60,,GLORIETA LAS CIGARRERAS,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,485,550","414,060,229"
Yucca elephantipes,60,,PRESIDENTE ADOLFO SUAREZ,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,485,513","414,059,425"
Yucca elephantipes,60,,PRESIDENTE ADOLFO SUAREZ,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,485,516","414,059,129"
Yucca elephantipes,60,,PRESIDENTE ADOLFO SUAREZ,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,483,762","414,043,225"
Yucca elephantipes,70,,PRESIDENTE ADOLFO SUAREZ,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,483,855","414,043,541"
Yucca elephantipes,50,,PRESIDENTE ADOLFO SUAREZ,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,478,041","414,035,687"
Yucca elephantipes,50,,PRESIDENTE ADOLFO SUAREZ,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,477,961","414,035,393"
Yucca elephantipes,50,,PRESIDENTE ADOLFO SUAREZ,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,477,760","414,035,459"
Yucca elephantipes,70,Plaza o Jardín,"DE GOMILA, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,087,038","414,415,873"
Yucca elephantipes,35,Plaza o Jardín,"DE ORIENTE, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,111,196","414,460,331"
Yucca elephantipes,40,Plaza o Jardín,"DEL COLLAO, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,101,248","414,437,077"
Yucca elephantipes,30,Plaza o Jardín,"DEL COLLAO, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,099,982","414,437,167"
Yucca elephantipes,25,Plaza o Jardín,"DEL COLLAO, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,099,735","414,436,075"
Yucca elephantipes,30,Plaza o Jardín,"AZAHÍN, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,164,347","414,425,602"
Yucca elephantipes,40,Plaza o Jardín,"AZAHÍN, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,170,003","414,430,596"
Yucca elephantipes,14,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,395,682","414,326,020"
Yucca elephantipes,14,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,395,855","414,326,118"
Yucca elephantipes,40,Plaza o Jardín,"PADRE CASTRO, PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,077,293","414,460,524"
Yucca elephantipes,35,Jardinería Asociada a Viario,,LOS PRINCIPES-LA FONTANILLA,,Macarena,Arbusto,,0,"23,675,913","414,508,872"
Yucca elephantipes,35,Jardinería Asociada a Viario,,LOS PRINCIPES-LA FONTANILLA,,Macarena,Arbusto,,0,"23,675,139","414,508,399"
Yucca elephantipes,35,Jardinería Asociada a Viario,,LOS PRINCIPES-LA FONTANILLA,,Macarena,Arbusto,,0,"23,675,085","414,508,676"
Yucca elephantipes,35,Jardinería Asociada a Viario,,LOS PRINCIPES-LA FONTANILLA,,Macarena,Arbusto,,0,"23,675,339","414,508,802"
Yucca elephantipes,35,Jardinería Asociada a Viario,,LOS PRINCIPES-LA FONTANILLA,,Macarena,Arbusto,,0,"23,675,640","414,508,703"
Yucca elephantipes,35,Jardinería Asociada a Viario,,LOS PRINCIPES-LA FONTANILLA,,Macarena,Arbusto,,0,"23,675,729","414,508,416"
Yucca elephantipes,35,Jardinería Asociada a Viario,,LOS PRINCIPES-LA FONTANILLA,,Macarena,Arbusto,,0,"23,675,520","414,508,298"
Yucca elephantipes,60,Plaza o Jardín,"PADRE CASTRO, PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,076,713","414,461,085"
Yucca elephantipes,20,Arbolado Viario,"Artesa, Calle","PALACIO DE CONGRESOS-URBADIEZ-
ENTREPUENTES",,Este-Alcosa-Torreblanca,Arbusto,,0,"23,981,999","414,275,518"
Yucca elephantipes,20,Arbolado Viario,"Artesa, Calle","PALACIO DE CONGRESOS-URBADIEZ-
ENTREPUENTES",,Este-Alcosa-Torreblanca,Arbusto,,0,"23,981,518","414,269,827"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
Yucca elephantipes,35,Arbolado Viario,"Artesa, Calle","PALACIO DE CONGRESOS-URBADIEZ-
ENTREPUENTES",,Este-Alcosa-Torreblanca,Arbusto,,0,"23,981,487","414,269,410"
Yucca elephantipes,40,Arbolado Viario,"Artesa, Calle","PALACIO DE CONGRESOS-URBADIEZ-
ENTREPUENTES",,Este-Alcosa-Torreblanca,Arbusto,,0,"23,981,212","414,269,472"
Yucca elephantipes,25,Arbolado Viario,"Artesa, Calle","PALACIO DE CONGRESOS-URBADIEZ-
ENTREPUENTES",,Este-Alcosa-Torreblanca,Arbusto,,0,"23,981,829","414,277,497"
Yucca elephantipes,14,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,395,770","414,325,961"
Yucca elephantipes,14,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,395,868","414,325,975"
Yucca elephantipes,14,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,395,806","414,326,075"
Yucca elephantipes,,Plaza o Jardín,PZ CONCORDIA,ENCARNACION-REGINA,,Casco Antiguo,Arbusto,,0,"23,470,252","414,284,620"
Yucca gloriosa,20,,GIBRALTAR,AMATE,,Cerro-Amate,Arbusto,,0,"23,805,750","414,110,943"
Yucca gloriosa,10,,DIEGO GALVEZ,AMATE,,Cerro-Amate,Arbusto,,0,"23,802,572","414,108,941"
Yucca gloriosa,10,,GIBRALTAR,AMATE,,Cerro-Amate,Arbusto,,0,"23,803,525","414,110,515"
Yucca gloriosa,15,,Z.V. Parterres Gran Plaza,NERVION,,Nervión,Arbusto,,0,"23,736,969","414,137,679"
Yucca gloriosa,20,Medianas y Glorietas,GRAN PLAZA GLORIETA 2,NERVION,,Nervión,Arbusto,,0,"23,742,762","414,134,284"
Yucca gloriosa,23,Medianas y Glorietas,GRAN PLAZA GLORIETA 2,NERVION,,Nervión,Arbusto,,0,"23,742,381","414,134,270"
Yucca gloriosa,15,Medianas y Glorietas,GRAN PLAZA GLORIETA 2,NERVION,,Nervión,Arbusto,,0,"23,742,409","414,134,756"
Yucca gloriosa,10,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,560,264","414,049,351"
Yucca gloriosa,14,Plaza o Jardín,"Z.V. Jardines Plaza Poeta Miguel
Hernández (C/Estoril)",ROCHELAMBERT,,Cerro-Amate,Arbusto,,0,"23,817,054","414,032,011"
Yucca gloriosa,06,Parque Periurbano,Parque Vega de Triana,TRIANA OESTE,,Triana,Arbusto,,0,"23,276,140","414,050,293"
Yucca gloriosa,12,Parque Periurbano,Parque Vega de Triana,TRIANA OESTE,,Triana,Arbusto,,0,"23,275,971","414,050,583"
Yucca gloriosa,08,Parque Periurbano,Parque Vega de Triana,TRIANA OESTE,,Triana,Arbusto,,0,"23,275,966","414,050,796"
Yucca gloriosa,08,Parque Periurbano,Parque Vega de Triana,TRIANA OESTE,,Triana,Arbusto,,0,"23,267,788","414,050,675"
Yucca gloriosa,05,Parque Periurbano,Parque Vega de Triana,TRIANA OESTE,,Triana,Arbusto,,0,"23,279,171","414,051,327"
Yucca gloriosa,11,Parque Periurbano,Parque Vega de Triana,TRIANA OESTE,,Triana,Arbusto,,0,"23,278,215","414,049,655"
Yucca gloriosa,08,Parque Periurbano,Parque Vega de Triana,TRIANA OESTE,,Triana,Arbusto,,0,"23,277,321","414,049,593"
Yucca gloriosa,13,Parque Periurbano,Parque Vega de Triana,TRIANA OESTE,,Triana,Arbusto,,0,"23,270,452","414,050,253"
Yucca gloriosa,10,Parque Periurbano,Parque Vega de Triana,TRIANA OESTE,,Triana,Arbusto,,0,"23,270,763","414,050,578"
Yucca gloriosa,13,Parque Periurbano,Parque Vega de Triana,TRIANA OESTE,,Triana,Arbusto,,0,"23,271,014","414,050,242"
Yucca gloriosa,13,,,MUSEO,,Casco Antiguo,Arbusto,,0,"23,422,355","414,204,382"
Yucca gloriosa,18,Plaza o Jardín,JARDINES DE CHAPINA,MUSEO,,Casco Antiguo,Arbusto,,0,"23,408,675","414,220,249"
Yucca gloriosa,11,Plaza o Jardín,JARDINES DE CHAPINA,MUSEO,,Casco Antiguo,Arbusto,,0,"23,408,363","414,220,960"
Yucca gloriosa,01,Plaza o Jardín,JARDINES DE CHAPINA,MUSEO,,Casco Antiguo,Arbusto,,0,"23,408,899","414,219,684"
Yucca gloriosa,11,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,396,248","414,328,525"
Yucca gloriosa,17,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,396,301","414,328,698"
Yucca gloriosa,15,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,396,291","414,328,749"
Yucca sp,20,Plaza o Jardín,PZ BEETHOVEN,CRUZ ROJA-CAPUCHINOS,,Macarena,Arbusto,,0,"23,636,139","414,358,302"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
Yucca sp,50,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,539,100","414,146,299"
Yucca sp,25,Parque Urbano,Parque de los Príncipes,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,379,619","414,053,528"
Yucca sp,09,,"Marineros Voluntarios, Glorieta",SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,507,614","414,071,735"
Yucca sp,09,,"Marineros Voluntarios, Glorieta",EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,507,652","414,071,526"
Yucca sp,70,Parque o Jardín Histórico,Jardines de la Madrina,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,509,086","414,114,643"
Yucca sp,50,Parque o Jardín Histórico,Jardines de la Madrina,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,512,352","414,112,732"
Yucca sp,35,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,536,031","414,069,912"
Yucca sp,16,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,529,508","414,070,157"
Yucca sp,25,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,537,642","414,072,486"
Yucca sp,20,Medianas y Glorietas,"ROTONDA AVDA LAS CIENCIAS-FLORA
TRISTAN",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,152,116","414,215,216"
Yucca sp,18,Plaza o Jardín,Z.V. Parterres Gran Plaza,NERVION,,Nervión,Arbusto,,0,"23,736,507","414,128,077"
Yucca sp,18,Plaza o Jardín,Z.V. Parterres Gran Plaza,NERVION,,Nervión,Arbusto,,0,"23,735,792","414,129,155"
Yucca sp,11,Jardinería Asociada a Viario,Z.V. Eduardo Dato-Campo Sevilla,LA BUHAIRA,,Nervión,Arbusto,,0,"23,696,061","414,146,267"
Yucca sp,30,Plaza o Jardín,Z.V. Alcalde Isacio Contreras,LA FLORIDA,,Nervión,Arbusto,,0,"23,578,489","414,195,224"
Yucca sp,,,PZ CUBA,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,461,366","414,126,493"
Yucca sp,30,,TROVADOR,HUERTA DEL PILAR,,Nervión,Arbusto,,0,"23,616,339","414,186,103"
Yucca sp,10,,GLORIETA LAS CIGARRERAS,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,480,573","414,064,117"
Yucca sp,10,,GLORIETA LAS CIGARRERAS,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,480,840","414,063,907"
Yucca sp,,,GLORIETA LAS CIGARRERAS,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,480,209","414,067,091"
Yucca sp,,,GLORIETA LAS CIGARRERAS,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,480,052","414,067,013"
Yucca sp,,Plaza o Jardín,PLAZA ALCALDE HORACIO HERMOSO,TIRO DE LINEA-SANTA GENOVEVA,,Sur,Arbusto,,0,"23,655,883","414,009,872"
Yucca sp,18,Arbolado Viario,GUADALIMAR,"PEDRO SALVADOR-LAS PALMERITAS-
GUADAIRA",,Bellavista-La Palmera,Arbusto,,0,"23,631,660","413,843,389"
Yucca sp,18,Plaza o Jardín,"DEL COLLAO, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,106,199","414,431,485"
Yucca sp,17,Plaza o Jardín,"DE GOMILA, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,086,571","414,416,074"
Yucca sp,11,Plaza o Jardín,"DE GOMILA, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,097,965","414,403,582"
Yucca sp,10,Plaza o Jardín,"DE ZOCODOVER, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,132,190","414,430,360"
Yucca sp,07,Plaza o Jardín,"DE ZOCODOVER, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,132,558","414,430,153"
Yucca sp,20,Plaza o Jardín,"DE ZOCODOVER, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,132,824","414,430,101"
"Zantedeschia
aethiopica",05,Plaza o Jardín,"DE ZOCODOVER, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,143,977","414,424,862"
"Zantedeschia
aethiopica",16,Plaza o Jardín,"DEL COLLAO, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,099,951","414,431,347"
Ziziphus sp,19,Arbolado Viario,"Carlinga, Calle",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,158,942","414,222,147"
,,Plaza o Jardín,Plaza de Santa Cruz (Medios Propios),SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,542,506","414,179,307"
,,Parque o Jardín Histórico,Jardines de La Caridad,ARENAL,,Casco Antiguo,Arbusto,,0,"23,472,081","414,164,773"
,,Plaza o Jardín,Plaza de Santa Cruz (Medios Propios),SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,541,459","414,180,459"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
,,Plaza o Jardín,Plaza de Santa Cruz (Medios Propios),SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,540,795","414,180,176"
,,Plaza o Jardín,Plaza de Santa Cruz (Medios Propios),SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,542,110","414,179,014"
,,Plaza o Jardín,Plaza de Santa Cruz (Medios Propios),SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,541,682","414,178,815"
,,Plaza o Jardín,Plaza de Santa Cruz (Medios Propios),SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,540,236","414,179,743"
,,Plaza o Jardín,Bajos de Contadero,ARENAL,,Casco Antiguo,Arbusto,,0,"23,441,413","414,184,726"
,,Plaza o Jardín,Plaza de Santa Cruz (Medios Propios),SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,540,214","414,179,199"
,35,Plaza o Jardín,Bajos de Contadero,ARENAL,,Casco Antiguo,Arbusto,,0,"23,447,925","414,177,984"
,,Parque Periurbano,Parque de los Bermejales,BELLAVISTA,,Bellavista-La Palmera,Arbusto,,0,"23,547,492","413,768,454"
,,Parque Periurbano,Parque de los Bermejales,BELLAVISTA,,Bellavista-La Palmera,Arbusto,,0,"23,544,398","413,725,850"
,,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,550,091","414,175,615"
,,Plaza o Jardín,"Plaza de los Refinadores (Medios
Propios)",SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,550,167","414,182,785"
,,Plaza o Jardín,"Plaza de los Refinadores (Medios
Propios)",SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,549,707","414,182,179"
,,Parque Urbano,Parque de los Príncipes,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,402,026","414,047,702"
,30,Parque Urbano,Parque de los Príncipes,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,369,221","414,061,168"
,,Arbolado Viario,Paseo de Colón,ARENAL,,Casco Antiguo,Arbusto,,0,"23,448,610","414,179,365"
,,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,544,397","414,173,394"
,,Parque o Jardín Histórico,Jardines de la Lonja,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,496,208","414,174,273"
,40,Parque Urbano,Parque de Amate,"SANTA AURELIA-CANTABRICO-ATLANTICO-
LA ROMERIA",,Cerro-Amate,Arbusto,,0,"23,929,269","414,140,680"
