,Especie,Parque,Tipologia,Barrio,Distrito,Elemento,X,Y,Porte,origen,importancia_polinizadores,notas,FRUTOs
23287,Ulmus minor,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,034,621","414,273,373",arbol,nativa,nula,,
23288,Ulmus minor,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,057,916","414,258,327",arbol,nativa,nula,,
23289,Ulmus minor,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,054,744","414,264,497",arbol,nativa,nula,,
23290,Ulmus minor,"SOLEA (LA), AVDA",Arbolado Viario,SAN PABLO A Y B,San Pablo-Santa Justa,Arbusto,"23,730,614","414,250,204",arbusto,nativa,nula,,
23291,Ulmus minor,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,055,951","414,258,336",arbol,nativa,nula,,
23292,Ulmus minor,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,051,872","414,261,318",arbol,nativa,nula,,
23293,Ulmus minor,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,050,037","414,263,577",arbol,nativa,nula,,
23294,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,528,838","414,637,031",arbol,exotica,nula,,
23295,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,057,410","414,257,096",arbol,exotica,nula,,
23296,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,066,777","414,285,232",arbol,exotica,nula,,
23297,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"24,000,100","414,327,809",arbusto,exotica,nula,,
23298,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,937,805","414,293,805",arbol,exotica,nula,,
23299,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,081,799","414,255,421",arbol,exotica,nula,,
23300,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,935,392","414,297,192",arbol,exotica,nula,,
23301,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,337,186","414,452,755",arbol,exotica,nula,,
23302,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,144,132","414,467,994",arbol,exotica,nula,,
23303,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,077,726","414,260,863",arbol,exotica,nula,,
23304,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,563,860","414,653,580",arbol,exotica,nula,,
23305,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,045,139","414,214,218",arbol,exotica,nula,,
23306,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,167,820","414,515,379",arbol,exotica,nula,,
23307,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,058,833","414,285,904",arbol,exotica,nula,,
23308,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,034,514","414,288,791",arbol,exotica,nula,,
23309,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,563,694","414,654,836",arbol,exotica,nula,,
23310,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,049,583","414,263,842",arbol,exotica,nula,,
23311,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,057,936","414,272,642",arbol,exotica,nula,,
23312,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,052,439","414,260,909",arbol,exotica,nula,,
23313,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,052,911","414,260,531",arbol,exotica,nula,,
23314,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,053,937","414,242,023",arbol,exotica,nula,,
23315,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,526,662","414,638,737",arbol,exotica,nula,,
23316,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,054,856","414,239,736",arbol,exotica,nula,,
23317,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,073,903","414,268,878",arbol,exotica,nula,,
23318,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,345,424","414,431,538",arbol,exotica,nula,,
23319,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,090,591","414,229,558",arbol,exotica,nula,,
23320,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,058,031","414,279,092",arbol,exotica,nula,,
23321,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,056,209","414,265,818",arbol,exotica,nula,,
23322,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,055,528","414,263,928",arbol,exotica,nula,,
23323,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,034,616","414,275,771",arbol,exotica,nula,,
23324,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,058,015","414,260,195",arbol,exotica,nula,,
23325,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,939,641","414,292,584",arbol,exotica,nula,,
23326,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,308,202","414,427,535",arbol,exotica,nula,,
23327,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,053,816","414,251,057",arbol,exotica,nula,,
23328,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,962,984","414,290,871",arbol,exotica,nula,,
23329,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,294,082","414,439,375",arbol,exotica,nula,,
23330,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,524,797","414,639,261",arbol,exotica,nula,,
23331,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,053,280","414,261,348",arbol,exotica,nula,,
23332,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES-ENTREPARQUES,Este-Alcosa-Torreblanca,Arbusto,"24,170,360","414,505,733",arbusto,exotica,nula,,
23333,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,173,059","414,511,956",arbol,exotica,nula,,
23334,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,057,563","414,268,685",arbol,exotica,nula,,
23335,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,338,949","414,443,271",arbol,exotica,nula,,
23336,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"23,934,271","414,299,505",arbusto,exotica,nula,,
23337,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,001,598","414,328,840",arbol,exotica,nula,,
23338,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,033,703","414,275,304",arbol,exotica,nula,,
23339,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,033,368","414,278,766",arbol,exotica,nula,,
23340,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,034,443","414,274,762",arbol,exotica,nula,,
23341,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,056,808","414,266,621",arbol,exotica,nula,,
23342,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,346,700","414,433,118",arbol,exotica,nula,,
23343,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,057,738","414,264,976",arbol,exotica,nula,,
23344,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,942,933","414,289,748",arbol,exotica,nula,,
23345,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,046,674","414,265,721",arbol,exotica,nula,,
23346,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,527,673","414,637,890",arbol,exotica,nula,,
23347,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,339,725","414,439,937",arbol,exotica,nula,,
23348,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,035,142","414,276,599",arbol,exotica,nula,,
23349,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,057,075","414,267,111",arbol,exotica,nula,,
23350,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,034,328","414,278,987",arbol,exotica,nula,,
23351,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,058,824","414,261,369",arbol,exotica,nula,,
23352,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,068,066","414,284,735",arbol,exotica,nula,,
23353,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,046,684","414,264,566",arbol,exotica,nula,,
23354,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,937,509","414,294,186",arbol,exotica,nula,,
23355,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,516,166","414,653,836",arbol,exotica,nula,,
23356,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,506,199","414,648,726",arbol,exotica,nula,,
23357,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,058,957","414,228,299",arbol,exotica,nula,,
23358,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES-ENTREPARQUES,Este-Alcosa-Torreblanca,Arbusto,"24,171,878","414,509,461",arbusto,exotica,nula,,
23359,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,054,520","414,263,106",arbol,exotica,nula,,
23360,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,058,842","414,260,074",arbol,exotica,nula,,
23361,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,035,385","414,301,510",arbol,exotica,nula,,
23362,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,033,371","414,278,235",arbol,exotica,nula,,
23363,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,563,290","414,655,023",arbol,exotica,nula,,
23364,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,530,822","414,635,856",arbol,exotica,nula,,
23365,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,057,824","414,271,151",arbol,exotica,nula,,
23366,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,038,000","414,272,480",arbol,exotica,nula,,
23367,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,099,228","414,225,749",arbol,exotica,nula,,
23368,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,058,027","414,274,534",arbol,exotica,nula,,
23369,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,055,132","414,241,569",arbol,exotica,nula,,
23370,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,945,817","414,297,443",arbol,exotica,nula,,
23371,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,034,887","414,295,469",arbol,exotica,nula,,
23372,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,531,518","414,636,440",arbol,exotica,nula,,
23373,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,562,552","414,653,331",arbol,exotica,nula,,
23374,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,563,206","414,653,331",arbol,exotica,nula,,
23375,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,959,571","414,292,292",arbol,exotica,nula,,
23376,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,337,855","414,440,231",arbol,exotica,nula,,
23377,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,075,785","414,266,386",arbol,exotica,nula,,
23378,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,039,284","414,271,153",arbol,exotica,nula,,
23379,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,990,177","414,317,567",arbol,exotica,nula,,
23380,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,058,806","414,282,899",arbol,exotica,nula,,
23381,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,055,135","414,251,031",arbol,exotica,nula,,
23382,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,526,662","414,639,648",arbol,exotica,nula,,
23383,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,954,668","414,296,180",arbol,exotica,nula,,
23384,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,524,756","414,640,842",arbol,exotica,nula,,
23385,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,053,080","414,248,040",arbol,exotica,nula,,
23386,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,936,183","414,298,077",arbol,exotica,nula,,
23387,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,042,932","414,267,025",arbol,exotica,nula,,
23388,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,081,542","414,255,664",arbol,exotica,nula,,
23389,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,055,215","414,264,867",arbol,exotica,nula,,
23390,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,531,995","414,635,993",arbol,exotica,nula,,
23391,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,972,287","414,295,811",arbol,exotica,nula,,
23392,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,058,081","414,277,291",arbol,exotica,nula,,
23393,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,093,303","414,216,027",arbol,exotica,nula,,
23394,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,167,591","414,506,172",arbol,exotica,nula,,
23395,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,340,481","414,438,981",arbol,exotica,nula,,
23396,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,058,790","414,286,451",arbol,exotica,nula,,
23397,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,561,919","414,653,933",arbol,exotica,nula,,
23398,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,329,529","414,444,696",arbol,exotica,nula,,
23399,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,012,543","414,303,853",arbol,exotica,nula,,
23400,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,057,181","414,236,597",arbol,exotica,nula,,
23401,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,001,962","414,329,026",arbol,exotica,nula,,
23402,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,031,259","414,229,138",arbol,exotica,nula,,
23403,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,174,359","414,506,930",arbol,exotica,nula,,
23404,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,562,708","414,654,109",arbol,exotica,nula,,
23405,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"23,989,016","414,317,243",arbusto,exotica,nula,,
23406,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,058,698","414,272,982",arbol,exotica,nula,,
23407,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,505,128","414,649,632",arbol,exotica,nula,,
23408,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,977,338","414,289,974",arbol,exotica,nula,,
23409,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,970,315","414,295,739",arbol,exotica,nula,,
23410,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,341,381","414,442,511",arbol,exotica,nula,,
23411,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,039,610","414,270,781",arbol,exotica,nula,,
23412,Ulmus pumila,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,524,140","414,642,631",arbol,exotica,nula,,
23413,Ulmus pumila,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,170,104","414,505,906",arbol,exotica,nula,,
23414,Ulmus pumila,Parque Infanta Elena,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,059,090","414,258,898",arbol,exotica,nula,,
