UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque del Tamarguillo,Eucalyptus camaldulensis,170,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,316,515","414,454,505"
Parque del Tamarguillo,Ceratonia siliqua,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,126,443","414,479,410"
Parque del Tamarguillo,Olea europaea,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,145,610","414,483,229"
Parque del Tamarguillo,Eucalyptus camaldulensis,170,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,314,832","414,459,288"
Parque del Tamarguillo,Olea europaea,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,202,034","414,463,774"
Parque del Tamarguillo,Casuarina equisetifolia,220,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,145,196","414,473,915"
Parque del Tamarguillo,Pinus pinea,80,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,287,359","414,429,728"
Parque del Tamarguillo,Quercus ilex,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,129,861","414,478,999"
Parque del Tamarguillo,Casuarina equisetifolia,140,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,145,788","414,473,650"
Parque del Tamarguillo,,,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,317,182","414,457,062"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque del Tamarguillo,Eucalyptus camaldulensis,170,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,341,721","414,450,334"
Parque del Tamarguillo,Quercus ilex,30,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,279,240","414,432,248"
Parque del Tamarguillo,Eucalyptus camaldulensis,160,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,345,127","414,447,437"
Parque del Tamarguillo,Cupressus sempervirens,100,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,290,378","414,432,047"
Parque del Tamarguillo,Pinus pinea,110,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,210,251","414,462,487"
Parque del Tamarguillo,Tipuana tipu,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,258,822","414,427,869"
Parque del Tamarguillo,Ceratonia siliqua,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,171,128","414,478,906"
Parque del Tamarguillo,Elaeagnus angustifolia,30,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,173,598","414,496,031"
Parque del Tamarguillo,Ceratonia siliqua,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,196,547","414,453,249"
Parque del Tamarguillo,Ulmus pumila,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,338,007","414,435,125"
Parque del Tamarguillo,Celtis australis,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,170,437","414,481,378"
Parque del Tamarguillo,Pinus pinea,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,202,826","414,464,500"
Parque del Tamarguillo,Ceratonia siliqua,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,190,021","414,479,020"
Parque del Tamarguillo,Quercus ilex,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,221,865","414,449,418"
Parque del Tamarguillo,Tipuana tipu,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,181,221","414,505,699"
Parque del Tamarguillo,Olea europaea,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,188,113","414,457,639"
Parque del Tamarguillo,Casuarina equisetifolia,75,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,209,973","414,436,962"
Parque del Tamarguillo,Pinus pinea,,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,191,804","414,448,543"
Parque del Tamarguillo,Casuarina equisetifolia,140,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,154,724","414,465,919"
Parque del Tamarguillo,Ceratonia siliqua,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,250,151","414,436,976"
Parque del Tamarguillo,Ceratonia siliqua,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,179,075","414,463,704"
Parque del Tamarguillo,Ceratonia siliqua,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,142,220","414,479,887"
Parque del Tamarguillo,Pinus pinea,100,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,252,749","414,440,336"
Parque del Tamarguillo,Ceratonia siliqua,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,189,522","414,464,184"
Parque del Tamarguillo,Olea europaea,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,195,788","414,450,100"
Parque del Tamarguillo,Eucalyptus camaldulensis,160,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,343,648","414,447,352"
Parque del Tamarguillo,Tipuana tipu,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,176,628","414,506,601"
Parque del Tamarguillo,Ulmus pumila,75,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,346,959","414,436,897"
Parque del Tamarguillo,Casuarina equisetifolia,120,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,215,946","414,436,221"
Parque del Tamarguillo,Eucalyptus camaldulensis,180,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,326,716","414,455,351"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque del Tamarguillo,Pinus pinea,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,114,532","414,478,789"
Parque del Tamarguillo,Ceratonia siliqua,75,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,193,683","414,464,444"
Parque del Tamarguillo,Ceratonia siliqua,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,157,163","414,482,298"
Parque del Tamarguillo,Olea europaea,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,338,643","414,425,693"
Parque del Tamarguillo,Ficus rubiginosa,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,151,434","414,469,886"
Parque del Tamarguillo,Gleditsia triacanthos,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,295,113","414,440,783"
Parque del Tamarguillo,Pinus pinea,80,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,291,891","414,428,558"
Parque del Tamarguillo,Ceratonia siliqua,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,206,779","414,446,805"
Parque del Tamarguillo,Pinus pinea,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,221,371","414,445,587"
Parque del Tamarguillo,Acacia karroo,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,188,161","414,505,929"
Parque del Tamarguillo,Pinus pinea,100,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,289,936","414,442,289"
Parque del Tamarguillo,Quercus suber,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,124,876","414,477,765"
Parque del Tamarguillo,Catalpa bignonioides,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,302,726","414,429,011"
Parque del Tamarguillo,Celtis australis,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,235,543","414,435,311"
Parque del Tamarguillo,Gleditsia triacanthos,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,328,128","414,447,527"
Parque del Tamarguillo,Ulmus pumila,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,300,035","414,431,460"
Parque del Tamarguillo,Ulmus pumila,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,171,801","414,511,514"
Parque del Tamarguillo,Celtis australis,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,294,474","414,441,172"
Parque del Tamarguillo,Quercus suber,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,182,077","414,450,387"
Parque del Tamarguillo,Quercus suber,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,227,771","414,440,936"
Parque del Tamarguillo,Casuarina equisetifolia,160,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,257,945","414,438,604"
Parque del Tamarguillo,Pinus pinea,110,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,209,508","414,445,873"
Parque del Tamarguillo,,,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,212,492","414,440,382"
Parque del Tamarguillo,Quercus suber,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,124,581","414,478,431"
Parque del Tamarguillo,Celtis australis,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,333,751","414,447,709"
Parque del Tamarguillo,Eucalyptus camaldulensis,140,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,310,592","414,455,303"
Parque del Tamarguillo,Fraxinus angustifolia,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,137,288","414,488,433"
Parque del Tamarguillo,Quercus ilex,80,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,162,867","414,472,344"
Parque del Tamarguillo,Acacia retinoides,65,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,242,046","414,449,654"
Parque del Tamarguillo,Olea europaea,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,180,507","414,458,190"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque del Tamarguillo,Ceratonia siliqua,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,204,839","414,478,228"
Parque del Tamarguillo,Casuarina equisetifolia,150,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,219,428","414,435,151"
Parque del Tamarguillo,Pinus pinea,110,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,198,998","414,464,863"
Parque del Tamarguillo,Gleditsia triacanthos,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,294,464","414,436,621"
Parque del Tamarguillo,Citrus aurantium,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,184,081","414,482,255"
Parque del Tamarguillo,Tipuana tipu,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,181,161","414,504,679"
Parque del Tamarguillo,Olea europaea,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,217,149","414,471,067"
Parque del Tamarguillo,Pinus pinea,75,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,114,341","414,482,298"
Parque del Tamarguillo,Casuarina equisetifolia,120,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,233,249","414,432,543"
Parque del Tamarguillo,Olea europaea,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,159,764","414,479,391"
Parque del Tamarguillo,Olea europaea,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,188,670","414,461,842"
Parque del Tamarguillo,Quercus suber,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,125,321","414,475,781"
Parque del Tamarguillo,Melia azedarach,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,172,261","414,514,130"
Parque del Tamarguillo,Punica granatum,30,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,229,312","414,429,408"
Parque del Tamarguillo,Eucalyptus camaldulensis,140,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,321,433","414,457,078"
Parque del Tamarguillo,Ceratonia siliqua,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,182,926","414,459,274"
Parque del Tamarguillo,Olea europaea,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,185,353","414,461,497"
Parque del Tamarguillo,Eucalyptus camaldulensis,170,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,344,944","414,448,880"
Parque del Tamarguillo,Pinus pinea,95,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,226,389","414,458,362"
Parque del Tamarguillo,Punica granatum,30,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,172,602","414,453,541"
Parque del Tamarguillo,Melia azedarach,80,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,176,756","414,513,031"
Parque del Tamarguillo,Pinus pinea,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,114,413","414,486,021"
Parque del Tamarguillo,Ceratonia siliqua,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,121,132","414,483,180"
Parque del Tamarguillo,Casuarina equisetifolia,150,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,136,796","414,474,257"
Parque del Tamarguillo,Pinus pinea,85,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,145,872","414,479,935"
Parque del Tamarguillo,Ceratonia siliqua,25,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,167,904","414,472,320"
Parque del Tamarguillo,Citrus aurantium,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,180,113","414,475,310"
Parque del Tamarguillo,Olea europaea,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,196,824","414,471,140"
Parque del Tamarguillo,Quercus suber,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,169,495","414,456,447"
Parque del Tamarguillo,Olea europaea,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,155,531","414,483,649"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque del Tamarguillo,Pinus pinea,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,141,600","414,485,711"
Parque del Tamarguillo,Acacia dealbata,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,136,775","414,488,673"
Parque del Tamarguillo,Casuarina equisetifolia,160,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,237,097","414,455,366"
Parque del Tamarguillo,Tipuana tipu,65,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,181,457","414,514,125"
Parque del Tamarguillo,Pinus pinea,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,198,218","414,447,353"
Parque del Tamarguillo,Eucalyptus camaldulensis,170,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,346,085","414,450,477"
Parque del Tamarguillo,Gleditsia triacanthos,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,332,675","414,436,134"
Parque del Tamarguillo,Pinus pinea,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,193,157","414,469,582"
Parque del Tamarguillo,Olea europaea,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,200,091","414,457,826"
Parque del Tamarguillo,Eucalyptus camaldulensis,170,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,343,220","414,448,215"
Parque del Tamarguillo,Pinus pinea,100,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,291,199","414,435,203"
Parque del Tamarguillo,Olea europaea,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,196,159","414,458,361"
Parque del Tamarguillo,Pinus pinea,100,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,290,447","414,442,526"
Parque del Tamarguillo,Pinus pinea,100,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,218,960","414,447,091"
Parque del Tamarguillo,Gleditsia triacanthos,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,343,239","414,440,560"
Parque del Tamarguillo,Olea europaea,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,188,190","414,455,799"
Parque del Tamarguillo,Eucalyptus camaldulensis,160,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,328,124","414,457,829"
Parque del Tamarguillo,Phytolacca dioica,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,223,553","414,437,743"
Parque del Tamarguillo,Olea europaea,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,204,010","414,462,705"
Parque del Tamarguillo,Quercus suber,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,201,781","414,459,395"
Parque del Tamarguillo,Ceratonia siliqua,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,188,682","414,473,787"
Parque del Tamarguillo,Pinus pinea,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,287,532","414,429,331"
Parque del Tamarguillo,Gleditsia triacanthos,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,336,067","414,451,390"
Parque del Tamarguillo,Pyrus communis,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,237,807","414,444,649"
Parque del Tamarguillo,Pinus pinea,80,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,131,957","414,482,799"
Parque del Tamarguillo,Ulmus pumila,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,337,855","414,440,231"
Parque del Tamarguillo,Eucalyptus camaldulensis,220,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,325,307","414,426,063"
Parque del Tamarguillo,Pinus pinea,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,299,049","414,427,403"
Parque del Tamarguillo,Punica granatum,30,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,210,389","414,435,339"
Parque del Tamarguillo,,,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,209,765","414,473,594"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque del Tamarguillo,Cupressus sempervirens,110,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,290,791","414,431,440"
Parque del Tamarguillo,Eucalyptus camaldulensis,170,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,345,897","414,448,079"
Parque del Tamarguillo,Pinus pinea,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,233,283","414,439,713"
Parque del Tamarguillo,Eucalyptus camaldulensis,140,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,315,024","414,456,788"
Parque del Tamarguillo,Quercus ilex,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,222,210","414,459,359"
Parque del Tamarguillo,Tipuana tipu,150,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,152,532","414,473,657"
Parque del Tamarguillo,Eucalyptus camaldulensis,140,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,315,462","414,456,109"
Parque del Tamarguillo,Ceratonia siliqua,65,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,198,896","414,453,134"
Parque del Tamarguillo,Gleditsia triacanthos,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,341,860","414,439,203"
Parque del Tamarguillo,Eucalyptus camaldulensis,170,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,342,938","414,448,373"
Parque del Tamarguillo,Olea europaea,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,186,474","414,464,969"
Parque del Tamarguillo,Punica granatum,30,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,243,370","414,428,636"
Parque del Tamarguillo,Populus x canadensis,20,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,134,172","414,492,227"
Parque del Tamarguillo,Olea europaea,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,188,640","414,504,985"
Parque del Tamarguillo,Pinus pinea,65,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,199,411","414,445,563"
Parque del Tamarguillo,Pinus pinea,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,124,008","414,479,314"
Parque del Tamarguillo,Pinus pinea,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,292,193","414,428,415"
